CitedID,CitingID,Title,SharingAuthor,RetractionMentioned,CitationContext,CitationSection,Class,CitedAlone,Frequency,Journal/Book,Publication Year,Create Date,DOI,Retraction_Watch,Retraction_Watch_hierarchies,Retraction_Watch_citing,Retraction_Watch_citing_hierarchy,category_gpt,justification_gpt,reference_gpt,category_gemini,justification_gemini,reference_gemini,alignment
17079479,19025644,Sensitization of ovarian cancer cells to cisplatin by genistein: the role of NF-kappaB,Yes,No,"1: Other investigators have shown that the PTEN gene may also reverse chemo-resistance to cisplatin in ovarian cancer through inactivation of the PI3K/Akt cell survival pathway and can be a potential target for the treatment of chemo-resistant cancer [15]. Moreover, genistein also potentiated growth inhibition and apoptosis in certain pancreatic cancer cells by inhibiting Akt and NF-ÎºB [16]*. NF-ÎºB is an important regulator of genes involved in cell survival and proliferation; it also plays an important role in the apoptotic pathway [16]*. Additionally, tissue transglutaminase, an enzyme involved in protein cross-linking prevents apoptosis induced by cisplatin by activating the NF-ÎºB survival pathway in ovarian tumors [17]. 2:Emerging evidence suggestthat plant-derived non-toxic agents such as curcumin, and genistein show a variety of pharmacological effects [24,25]. Genistein is a naturally occurring isoflavone present in soybeans that has anticancer properties [9,13,16,26]*. Therefore, we hypothesized that as in other cancer cell lines; platinum-resistance could be overcome in ovarian cancer cells by combining the conventional chemotherapeutic agents with a non-toxic flavonoid compound, such as genistein. 3:We found that genistein pretreatment resulted in the appearance of cleaved PARP under all our experimental conditions, consistent with the increase in apoptosis. This finding suggests that genistein could sensitize ovarian cancer cells to platinum and other conventional chemotherapeutic agents-induced apoptotic cell death and these results are consistent with our previous findings in other cancer cell lines [9,13,16,26]*.",Discussion + Background,Dependent,No,>1,J Ovarian Res,2008,11/26/2008,10.1186/1757-2215-1-9,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image,"Authorship, Images",,,Uses_Results,"The citing paper explicitly discusses the effects of genistein on NF-ÎºB activity, apoptosis, and gene expression in ovarian cancer cells, directly building upon the specific results reported in the retracted paper. It references the down-regulation of NF-ÎºB and anti-apoptotic genes as mechanisms of genisteinâ€™s action, which are detailed findings from the retracted study. This indicates reliance on the original results to support its conclusions about genisteinâ€™s role in overcoming chemoresistance.","Citing Paper: ""The anti-apoptotic genes c-IAP1, Bcl-2, Bcl-xL, survivin and NF-ÎºB DNA binding activity were all found to be down-regulated in the combination groups.""  
Cited Paper: ""Electrophoretic mobility shift assay was used to evaluate the DNA binding activity of NF-ÎºB... In the BxPC-3 cell line, significant downregulation of EGFR, phosphorylated Akt, NF-ÎºB activation, and survivin was observed in the cells treated with the combination compared with the erlotinib-treated cells.""",Uses_Results,"The citing paper explicitly states that genistein potentiated growth inhibition and apoptosis in certain pancreatic cancer cells by inhibiting Akt and NF-ÎºB, which directly reflects a key finding from the retracted paper. It further elaborates on this mechanism, indicating a reliance on the retracted paper's conclusions regarding genistein's effects. The citing paper uses this specific finding as a basis for its own hypothesis regarding genistein's effects in ovarian cancer.","[Evidence from Citing Paper: ""Moreover, genistein also potentiated growth inhibition and apoptosis in certain pancreatic cancer cells by inhibiting Akt and NF-ÎºB [16].""] 
 [Evidence from Cited Paper: ""Genistein significantly increased (P < 0.05) erlotinib-induced growth inhibition and apoptosis in BxPC-3, CAPAN-2, and AsPC-1 cells. In the BxPC-3 cell line, significant down-regulation of EGFR, phosphorylated Akt, NF-KB activation, and survivin was observed in the cells treated with the combination compared with the erlotinib-treated cells.""]",TRUE
17804744,32961773,"Suppression of Tumor Growth, Metastasis, and Signaling Pathways by Reducing FOXM1 Activity in Triple Negative Breast Cancer",No,No,"Our new findings expand upon previous studies in other types of cancer by showing FOXM1 to be a master regulator of triple negative breast cancer progression and metastasis [16]. For example, in pancreatic cancer and glioma, FOXM1 was found to stimulate invasion and angiogenesis via regulation of MMPs [8,24,25]*. In addition, gene expression profiling in metastatic prostate cancer and in TNBC showed FOXM1 to be one of the top differentially expressed genes, with the potential to regulate many of the signaling pathways that control the hallmarks of cancer [11,26].",Discussion,Dependent,No,1,Cancers (Basel),2020,9/23/2020,10.3390/cancers12092677,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image +Falsification/Fabrication of Data +Duplication of/in Image,"Authorship, Images",,,,,,Parsing Failed,"Answer 1: Uses_Results
Answer 2: The citing paper discusses the role of FOXM1 in cancer progression and metastasis, referencing the findings of the retracted paper regarding FOXM1's role in invasion and angiogenesis. It explicitly states that FOXM1 is known to regulate multiple signaling pathways that control key cancer properties, including invasiveness, which aligns with the retracted paper's conclusions. The citing paper builds upon the established link between FOXM1 and these processes as demonstrated in the retracted work.
Answer 3:
[Evidence from Citing Paper: ""The transcription factor FOXM1 is overexpressed in breast cancers of all subtypes, but is especially high in TNBC, as well as in many other types of cancers, including ovarian, pancreatic, prostate, and glioblastoma [3â€“11]. Because FOXM1 upregulation to high levels is particularly common in TNBC, we have examined the possibility of reducing TNBC aggressiveness and metastasis by inhibiting FOXM1 activity. We recently identified and characterized novel FOXM1 inhibitory compounds, and demonstrated their beneficial role in suppressing cancer cell proliferation and tumor growth through cell cycle blockade and the induction of apoptosis [12]. While being a key cell cycle regulator, FOXM1 also plays a multifaceted role in cancer progression, stimulating cancer cell migration, invasion, angiogenesis, stem cell self-renewal and therapy resistance [4,9,13â€“15].""]
[Evidence from Cited Paper: ""Down-regulation of FoxM1 inhibited cell growth, decreased cell migration, and decreased invasion of pancreatic cancer cells. FoxM1 down-regulation also decreased cell population in the S phase. ... We also found that down-regulation of FoxM1 reduced the expression of matrix metalloproteinase-2 (MMP-2), MMP-9 and vascular endothelial growth factor, resulting in the inhibition of migration, invasion, and angiogenesis. These findings suggest that FoxM1 down-regulation could be a novel approach for the inhibition of pancreatic tumor progression.""]",,FALSE
18234298,21472266,Synergistic anti-neoplastic effect of AG1478 in combination with cisplatin or paclitaxel on human endometrial and ovarian cancer cells,Yes,No,"1:normal endometrial epithelial cells were separated from stromal cells by digestion of the tissue fragments with collagenase, as described previously (12)*. 2:The cell cycle was analyzed by flow cytometry after 3 days of culturing as previously described (12)*. cells (5x104) were exposed to aG1478, cisplatin or paclitaxel in 6-well flat-bottomed plates for 72 h. 3:cells were prepared for FacS as described above and stained using the Mitocapture Apoptosis Detection kit (Biovision; Palo Alto, CA, USA) with a fluorescent lipophilic cationic reagent that assesses mitochondrial membrane permeability. Staining was performed according to the manufacturer's recommendation, as previously described (12)*.",M&M,Dependent,Yes,>1,Mol Med Rep,2010,4/8/2011,10.3892/mmr_00000284,+Plagiarism of Image +Plagiarism of Data +Manipulation of Images +Euphemisms for Plagiarism +Ethical Violations by Author,"Authorship, Data, Images",,,Uses_Methods,"The citing paper explicitly discusses the effect of AG1478 on cell growth, cell cycle, and apoptosis, which are detailed in the retracted paper's methods section. It references the use of flow cytometry, MTT assays, and apoptosis detection techniques similar to those described in the retracted paper. This indicates that the citing paper adopts and builds upon the specific experimental protocols outlined in the retracted study.","Citing Paper: ""Cells were treated with various concentrations of AG1478 alone or in combination with the chemotherapeutic drugs cisplatin or paclitaxel, and the effect of AG1478 on cell growth, the cell cycle and apoptosis was investigated.""  
Cited Paper: ""The cell cycle was analyzed by flow cytometry after 3 days of culturing as previously described (12). Cells (5x10^4) were exposed to AG1478, cisplatin or paclitaxel in 6-well flat-bottomed plates for 72 h.""",Uses_Methods,The citing paper explicitly states that it used the same methods for cell cycle analysis and apoptosis measurement as described in the retracted paper. This indicates a direct adoption and replication of the methodology. The specific techniques for cell cycle analysis and annexin V/propidium iodide staining are referenced as being previously described in the retracted work.,"[Evidence from Citing Paper: ""The cell cycle was analyzed by flow cytometry after 3 days of culturing as previously described (12). Cells (5x104) were exposed to AG1478, cisplatin or paclitaxel in 6-well flat-bottomed plates for 72 h. ... Measurement of apoptosis (flow-cytometric analysis with the annexin V/propidium iodide assay). Cells were plated and grown overnight to 80% confluence, then treated with AG1478, cisplatin or paclitaxel. After 72 h, detached cells in medium were collected, and the remaining adherent cells were harvested by trypsinization. The cells (1x105) were washed with PBS and resuspended in 250 Âµl binding buffer (annexin V-FITC kit; Becton Dickinson) containing 10 Âµl of 20 Âµg/ml propidium iodide (PI) and 5 Âµl of annexin V-FITC, which binds to phosphatidylserine translocated to the exterior of the cell membrane early in the apoptosis pathway as well as during necrosis.""] 
 [Evidence from Cited Paper: ""The cell cycle was analyzed by flow cytometry after 2 days of culturing either with or without Î²-HIVS, as described [7,8]. Cells (5Ã—104) were exposed to Î²-HIVS in six-well, flat-bottomed plates for 48 h. ... Measurement of apoptosis (flow-cytometric analysis with the annexin V/propidium iodide assay). Cells were plated and grown overnight until they reached 80% confluence, and then treated with Î²-HIVS. After 48 h, detached cells in the medium were collected, and the remaining adherent cells were harvested by trypsinization. The cells (1Ã—105) were washed with PBS and resuspended in 250 Î¼L of binding buffer (annexin V-FITC kit; Becton Dickinson) containing 10 Î¼L of 20 Î¼g/mL PI and 5 Î¼L of annexin V-FITC, which binds to phosphatidylserine translocated to the exterior of the cell membrane early in the apoptosis pathway as well as during necrosis.""]",TRUE
11931763,16282588,T:G mismatch-specific thymine-DNA glycosylase (TDG) as a coregulator of transcription interacts with SRC1 family members through a novel tyrosine repeat motif,No,No,"Based on our findings, it is interesting to speculate that these regions may be involved in proteinâ€“protein interactions with non-histone proteins, to facilitate their acetylation and/or for regulation of the HAT activity. Additionally, yeast Gcn5 and human P/CAF are present in coactivator complexes required for ERa activity in yeast and in human cells, respectively (61,62)*; thus interaction with TDG could be involved in regulating the recruitment of Gcn5 and P/CAF-containing coactivator complexes by nuclear receptors, in a manner similar to that which we have described here.",Discussion,Dependent,No,1,Nucleic Acids Res,2005,11/12/2005,10.1093/nar/gki940,+Misconduct by Author +Manipulation of Images,"Authorship, Images",,,Uses_Results,"The citing paper explicitly discusses the interaction of TDG with ERÎ± and SRC1, and presents experimental evidence that TDG acts as a coactivator for estrogen receptor activity, building upon the specific results from the retracted paper. It references the previous findings that TDG stimulates ERÎ± activity and interacts with coactivators like SRC1, which are core components of the original study. The citing paper treats these findings as established, further exploring the molecular details of the interaction, indicating reliance on the specific results.","Citing Paper: ""We have shown previously that TDG acts as an ERa coactivator (43). Previous studies have also demonstrated TDG association with CBP/p300 (52). In conï¬�rming the latter ï¬�ndings we also investigated whether TDG interacts with other nuclear receptor coactivators."" 
Cited Paper: ""TDG interacts with SRC1 and this interaction is mediated by a novel tyrosine-containing motif present in both proteins. Together, these studies identify a new proteinâ€“protein interaction motif, which features in the association of proteins in coactivator complexes.""",Uses_Methods,"The citing paper explicitly states that it is building upon previous work by the authors of the retracted paper, specifically regarding the interaction of TDG with ERa. It then details experiments to further investigate this interaction, including mapping the regions involved, which implies the use of the methodology established in the prior work. The citing paper also directly references the retracted paper for specific experimental procedures and findings related to coactivator complexes.","Evidence from Citing Paper: ""More recently, we have shown that TDG associates with and stimulates the activity of ERa, acting as a transcriptional coactivator (43). The only known enzymatic activity of TDG is its DNA glycosylase activity and, in our previous work, we showed that coactivation by TDG does not require this activity. Rather, it is likely that TDG acts as a coactivator by interacting with other co-regulators of gene expression. To explore this possibility, we have investigated the interaction of TDG with coactivators of ERa. We show that TDG interacts with SRC1 and this interaction is mediated by a novel tyrosine-containing motif present in both proteins.""
Evidence from Cited Paper: ""Here we identified a large human (h) coactivator complex necessary for the estrogen receptor (ER ) transactivation. This complex contains the GCN5 HAT, the c-Myc interacting protein TRRAP/PAF400, TAFII30, and other subunits. ... Antisense TRRAP RNA inhibited estrogen-dependent cell growth of breast cancer cells. Thus, the isolated TFTC-type HAT complex acts as a third class of coactivator complex for NR function."" and ""To identify coactivator complexes for ER , a HeLa cell nuclear extract-derived fraction, which was prepurified on a phosphocellulose column (P11) (see Experimental Procedures), was incubated with a glutathione-S-transferase (GST)-fused LBD of ER  in the presence or absence of 17 -estrogen (E2), and found that the 1.0 M KCl elute fraction from the P11 column contains abundant amounts of putative complexes (Figure 1A).""",FALSE
20388782,23140295,Targeting CSC-related miRNAs for cancer therapy by natural agents,Yes,No,"1: Clinical studies showed increased expression of miR-21 in a wide range of tumors such as pancreatic cancer, prostate cancer, breast cancer and brain cancers, and it is tightly associated with poor clinical outcome of cancer patients [36, 37]. It has been reported that high expression of miR-21 results in decreased expression of PTEN in cancers [38, 39]*. It has also documented that the miR-21 exerts anti-apoptotic, proliferative, invasive and angiogenic properties in cancer cells [37, 40-42]. 2:Recently, we have developed a novel synthetic compound of curcumin, 3,4-difluoro-benzocurcumin, referred to as Difluorinated-Curcumin (CDF), which shows greater bioavailability in multiple tissues such as pancreas and prostate compared to its parental compound curcumin [98, 105]. It has been demonstrated that CDF inhibits cell growth, NF-B DNA-binding activity, COX-2, Akt, and the production of VEGF and PGE2 in pancreatic cancer cells [38, 39]. Moreover, CDF has shown to inhibit the tumor growth of human pancreatic cancer in mouse xenograft models, consistent with inhibition of NF-B, VEGF, EZH2, COX2, and CSC characteristics [39]. More importantly, CDF appears to increase the expression of let-7, miR-26a, miR-101 and miR-200, and decrease miR-21, which is consistent with the inhibition of pancreatosphere formation and the expression of CSC signature proteins in CSC-like sphere cells of pancreatic cancer and prostate cancer [38, 39, 106-108]*. Our unpublished data also shows that CDF could increase the expression of miR-34a in pancreatic cancer cells and tissues of mouse xenografts. These data clearly suggest the role of CDF as a potent anti-tumor agent, which in part could be due to deregulation of CSC-related miRNAs.",Other,Dependent,No,>1,Curr Drug Targets,2012,11/13/2012,10.2174/138945012804545515,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Manipulation of Images +Investigation by Company/Institution +Falsification/Fabrication of Image,"Authorship, Images",,,Uses_Results,"The citing paper discusses the modulation of specific microRNAs (miR-21, miR-200, miR-26a, etc.) in pancreatic cancer cells, which directly builds upon the results reported in the retracted paper that showed CDF's effects on miRNA expression. The citing paper explicitly references the regulation of miRNAs as a mechanism by which CDF exerts its anti-tumor effects, indicating reliance on the specific findings about miRNA modulation. This demonstrates that the citing paper treats the retracted paperâ€™s results as established evidence for the role of miRNAs in cancer therapy, rather than merely mentioning it as background or criticizing it.","Citing Paper: ""Our recent experimental studies have shown that that CDF treatment increases the expression of let-7, miR-26a, miR-101 and miR-200, and decrease miR-21, which is consistent with the inhibition of pancreatosphere formation and the expression of CSC signature proteins in CSC-like sphere cells of pancreatic cancer and prostate cancer.""  
Cited Paper: ""Here, we report for the first time that CDF, a novel analogue of curcumin, upregulated miRNA-200b and miRNA-200c and downregulated miR-21 in both gemcitabine-sensitive (BxPC-3) and gemcitabine-resistant (MIAPaCa-E and MIAPaCa-M) cell lines, which were associated with induction of apoptosis.""",Uses_Results,"The citing paper discusses the role of miR-200 and miR-21 in cancer stem cell (CSC) characteristics and mentions that their expression is altered in gemcitabine-resistant cells. This aligns with the retracted paper's findings that CDF treatment upregulated miR-200 and downregulated miR-21, which was associated with the induction of apoptosis and potential reversal of EMT phenotype in gemcitabine-resistant cells. The citing paper relies on these specific findings to support its discussion on natural agents targeting CSC-related miRNAs.","[Evidence from Citing Paper: ""More importantly, CDF appears to increase the expression of let-7, miR-26a, miR-101 and miR-200, and decrease miR-21, which is consistent with the inhibition of pancreatosphere formation and the expression of CSC signature proteins in CSC-like sphere cells of pancreatic cancer and prostate cancer [38, 39, 106â€“108].""] 
 [Evidence from Cited Paper: ""Interestingly, CDF treatment upregulated miR-200 expression and downregulated the expression of miR-21, and the downregulation of miR-21 resulted in the induction of PTEN. These results prompt further interest in CDF as a drug modality to improve treatment outcome of patients diagnosed with PC as a result of its greater bioavailability in pancreatic tissue.""]",TRUE
15256470,18819071,T-bet expression by dendritic cells is required for the repolarization of allergic airway inflammation,Yes,No,"The human B7-DC cross-linking IgM B7-DC XAb (also referred to as sHIgM12 in other publications) was isolated from the serum of a patient with Waldenstromâ€™s macroglobulinemia and characterized in our laboratory; both serum derived and recombinant B7-DC XAb were utilized [17, 18, 34]. Another isolated human IgM (also called sHIgM39) was used as a control antibody for these experiments [22]*. Both B7-DC XAb and the control IgM are routinely used at a concentration of 10 Î¼g/mL.",Material and Method,Dependent,Yes,1,Eur J Immunol,2008,9/27/2008,10.1002/eji.200737952,+Results Not Reproducible +Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Concerns/Issues About Data,"Authorship, Data, Results","+Unreliable Results and/or Conclusions
+Misconduct by Author
+Misconduct - Official Investigation and/or Finding
+Investigation by Company/Institution
+Concerns/Issues About Data
","{'Data', 'Other'}",Uses_Results,"The citing paper explicitly discusses the immune shift from Th2 to Th1 responses and the role of T-bet in this process, which are main findings of the retracted paper. It references T-bet expression in dendritic cells as necessary for the polarization shift, indicating reliance on the specific results of the retracted study. The focus on T-bet's role in immune reprogramming directly builds upon the original findings, rather than merely mentioning background or methods.","Citing Paper: ""T-bet expression by DC is also required for the polarity shift promoted by B7-DC XAb.""  
Cited Paper: ""T-bet has been shown to regulate the expression of IFN-g and TNFâ€“a. These observations demonstrate that T-bet is not only important in T cells, but also contributes to a wide variety of immune processes.""",Uses_Methods,"The citing paper explicitly states that it uses the ""human IgM antibody (B7-DC XAb)"" which is identified in the retracted paper as ""the B7-DC cross-linking antibody sHIgM12"". The citing paper then describes experiments using this antibody to investigate its effects on dendritic cells and immune responses, directly adopting the methodology employed in the retracted paper. The retracted paper details the isolation and characterization of this antibody and its use in modulating immune responses.","[Evidence from Citing Paper: ""We recently discovered a human IgM antibody (B7-DC XAb) that profoundly alters immune responses by cross-linking B7-DC co-stimulatory molecules on DC [17, 18]. B7-DC XAb-treated DC acquire a unique maturation state characterized by a marked increase in antigen presentation in the absence of an up-regulation of co-stimulatory molecules [17]. Moreover, B7-DC XAb is capable of redirecting established Th2 cells toward a Th1 cell phenotype [19].""] 
 [Evidence from Cited Paper: ""The B7-DC cross-linking antibody sHIgM12 was purified from serum from a patient with Waldenstromâ€™s macroglobulinemia as described previously (2). ... Together, these findings demonstrate that cross-linking B7-DC with the human IgM antibody sHIgM12 can induce a protective immune response against a weakly antigenic experimental tumor and therefore has potential as a novel immunotherapeutic approach for treating cancer.""]",FALSE
16252006,16514417,The chromatin remodelling complex WSTF-SNF2h interacts with nuclear myosin 1 and has a role in RNA polymerase I transcription,No,No,"VD3 deficiency has been linked to a range of clinical symptoms, including effects on the developing brain. Mice with VD3 deficiency suffer from profound brain structural alterations [Eyles et al., 2003]. Our results show that the role of BAZ1A in VD3 regulation is similar to that of BAZ1B [Fujiki et al., 2005]*, a homolog to BAZ1A known to be involved in the causation of Williams syndrome [Lu et al.,1998].",Discussion,Dependent,Yes,1,EMBO Rep,2006,3/4/2006,10.1038/sj.embor.7400657,+Investigation by Company/Institution +Error in Image +Concerns/Issues About Image,Images,,,,,,,,,TRUE
15256470,18727919,The effect of high intensity focused ultrasound treatment on metastases in a murine melanoma model,No,No,"CTL assays were performed as previously described [12]*. Briefly, spleens were harvested from euthanized tumor-bearing mice 10 days after HIFU treatment.",Material and Method,Dependent,Yes,1,Biochem Biophys Res Commun,2008,8/30/2008,10.1016/j.bbrc.2008.08.072,+Results Not Reproducible +Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Concerns/Issues About Data,"Authorship, Data, Results",,,,,,Uses_Methods,"The citing paper explicitly references the retracted paper for its methodology in performing a CTL assay. This methodology involves harvesting splenocytes, re-stimulating them with tumor cells, and then assessing cytotoxic activity against target tumor cells using an LDH release assay. The citing paper directly states it performed CTL assays ""as previously described [12],"" where reference [12] points to the retracted paper.","Evidence from Citing Paper: ""CTL assays were performed as previously described [12]. Briefly, spleens were harvested from euthanized tumor-bearing mice 10 days after HIFU treatment. Splenocytes were re-stimulated for 5 days in vitro with mitomycin C-pretreated B16 cells and used as effector cells.""
Evidence from Cited Paper: ""Cytotoxicity Assay. Briefly, 5   105 B16 melanoma cells were injected in the right flank of C57BL/6 mice. Mice received i.v. injection with 10  g of either control antibody or B7-DC cross-linking antibody on the day before, the day of, and the day after tumor injection. Seven days later, cells from the draining lymph nodes from 5 mice/group were harvested, pooled, and further stimulated by mitomycin C (Calbiochem)-treated B16 melanoma cells (2   106 cells/ml) for an additional 4 days. The effector cells were harvested and titrated in triplicate against 51Cr (Amersham)-labeled B16 or EL4 cells in a standard 4-h cytotoxicity assay.""",FALSE
15934135,15173382,The highly conserved region of the co-repressor Sin3A functionally interacts with the co-repressor Alien,No,No,"This suggests the possible existence of a CoR complex composed of at least the Alien, Sin3A and VDR proteins. In agreement with this, Sin3A and VDR were found to be complexed in vivo (45)*. Thus, these results are in agreement with our previous findings and strongly suggest that both endogenous Alien and Sin.",Discussion,Dependent,Yes,1,Nucleic Acids Res,2004,6/3/2004,10.1093/nar/gkh621,+Investigation by Journal/Publisher +Investigation by Company/Institution +Duplication of/in Image +Concerns/Issues About Data,"Data, Peer_Review_and_Publishing_Process",,,Uses_Methods,"The citing paper references the retracted paper's experimental techniques, such as chromatin immunoprecipitation (ChIP) assays and GST pull-down assays, to support its own methodological approaches. The citing text discusses how the original study used these methods to identify protein interactions and chromatin recruitment, implying reliance on the specific techniques described in the retracted paper. This indicates that the citing paper directly adopts and builds upon the methods from the retracted study.","Citing Paper: ""Chromatin immunoprecipitation (ChIP) assays... were performed as described by VaÃˆisaÃˆnen et al. (34).""  
Cited Paper: ""ChIP assays and PCR analyses were performed as described previously (34).""",Uses_Methods,"The citing paper utilizes the methodology described in the retracted paper to investigate the recruitment of specific proteins to a promoter region. Specifically, it employs chromatin immunoprecipitation (ChIP) assays, a technique detailed in the retracted paper's ""Materials and methods"" section, to examine the in vivo association of VDR, RXR, Alien, and Sin3A with the human CYP24 gene promoter. This demonstrates a direct adoption of the experimental approach.","Evidence from Citing Paper: ""To investigate whether Alien and Sin3A are present on a native promoter at the same time, we performed ChIP experiments on the 1a,25(OH)2D3-inducible human CYP24 gene. ... ChIP assays and PCR analyses were performed as described by VaÃˆisaÃˆnen et al. (34).""
Evidence from Cited Paper: ""ChIP assay ChIP analyses were performed using the ChIP assay kit (Upstate Biotechnology), as described previously (Kitagawa et al., 2003). Whole cell lysates of MCF7 cells were immunoprecipitated with antibodies against the indicated proteins.""",TRUE
11931763,17470551,The pituitary function of androgen receptor constitutes a glucocorticoid production circuit,Yes,No,"After first-strand cDNA synthesis, 1 ml from a 5% reaction mixture was diluted serially (2- to 128-fold). Amplification was performed with rTaqDNA polymerase (Takara) using primer pairs for GAPDH as an internal control to allow for concentration estimation (38)*. Expression levels of transcripts were measured using the standardized cDNA and specific primer pairs. The validity of the PCR products was confirmed by direct sequencing.",Material and Method,Dependent,Yes,1,Mol Cell Biol,2007,5/2/2007,10.1128/MCB.02039-06,+Misconduct by Author +Manipulation of Images,"Authorship, Images",,,Other,"The citing paper does not directly use the data, results, or methods from the retracted paper, nor does it explicitly build upon or treat the findings as established facts. Instead, it references the retracted paper as part of background or contextual information, and there is no indication of dependence on its core components. The mention appears peripheral, and the primary focus is on their own experimental findings.","Citing Paper: ""The Pituitary Function of Androgen Receptor Constitutes a Glucocorticoid Production Circuit"" â€” ""In the present study, we explored the molecular mechanism of late-onset obesity in male AR null mutant (ARKO) mice.""  
Cited Paper (Retracted): ""The molecular mechanisms behind the regulation of gene transcription by hormones and their NRs are complicated. Gene disruption studies have clarified the role of various NRs in steroid hormone action.""",Other,"The citing paper acknowledges the retracted paper by citing it. However, it does not use the data, results, or methods from the retracted paper. The citing paper's focus is on androgen receptor function, while the retracted paper focused on nuclear receptor function and histone acetyl transferase complexes. The citing paper also includes an ""Expression of Concern"" and ""Author Correction"" related to other papers by the same senior author, indicating awareness of potential issues with publications from that group, but it does not directly engage with or rely on the content of the retracted paper itself.","Evidence from Citing Paper: ""Yanagisawa, J., Yanagi, Y., Masuhiro, Y., Suzawa, M., Watanabe, M., Kashiwagi, K., Toriyabe, T., Kawabata, M., Miyazono, K., and Kato, S. 2002. Nuclear receptor function requires a TFTC-type histone acetyl transferase complex. Mol. Cell 9:553â€“562.""
 Evidence from Cited Paper: ""Molecular Cell, Vol. 9, 553â€“562, March, 2002, Copyright ï£©2002 by Cell Press Nuclear Receptor Function Requires a TFTC-Type Histone Acetyl Transferase Complex Junn Yanagisawa,1,6 Hirochika Kitagawa,1 Mitsuaki Yanagida,3 Osamu Wada,1 Satoko Ogawa,1 Madoka Nakagomi,1,6 Hajime Oishi,1 Yasuji Yamamoto,1 Hiromich Nagasawa,2 Steven B. McMahon,4 Michael D. Cole,4 Laszlo Tora,5 Nobuhiro Takahashi,3 and Shigeaki Kato1,6,7""",TRUE
17804744,31986488,TPGS-1000 exhibits potent anticancer activity for hepatocellular carcinoma in vitro and in vivo,No,No," Instead, overexpression of FoxM1 in TPGS treated HCC cells again brings p21 back to the normal level (Supplementary Figure 3C, 3D). In addition, consistent with previous reports in pancreatic cancer [39]*, we also observed inhibition of migration and invasion by FoxM1 downregulation that was induced by TPGS treatment in HCC cells.",Others,Dependent,Yes,1,Aging (Albany NY),2020,1/28/2020,10.18632/aging.102704,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image +Falsification/Fabrication of Data +Duplication of/in Image,"Authorship, Images",,,Other,"The citing paper mentions the retracted paper primarily as background information about FoxM1's role in cancer, without directly using its data, results, or methods. It references the retracted paper to support the importance of FoxM1 in hepatocellular carcinoma but does not rely on specific findings or techniques from it. Instead, it discusses FoxM1 in a broader context, indicating a peripheral mention rather than a direct use of the retracted study's core components.","Citing Paper: ""Wang Z, Zhang Y, Li Y, Banerjee S, Liao J, Sarkar FH. Down-regulation of Forkhead Box M1 transcription factor leads to the inhibition of invasion and angiogenesis of pancreatic cancer cells. Cancer Res. 2007; 67:8293â€“300.""  
Cited Paper: ""These results suggest that FoxM1 plays important roles in the oncogenesis of several malignancies. Recent data suggest that the FoxM1 gene is up-regulated in PC due to transcriptional regulation by the Sonic Hedgehog pathway (2).""",Uses_Methods,"The citing paper explicitly states that it observed decreased expression and phosphorylation of FoxM1 with a concomitant increase in p21 proteins, and directly references the retracted paper (Wang et al., 2007) for this finding. This indicates a direct adoption and reliance on the methodology and results presented in the retracted study concerning the FoxM1-p21 signaling pathway. The citing paper's conclusion about FoxM1-p21 signaling mediating anti-HCC effects is thus directly built upon the methods and findings of the retracted paper.","[Evidence from Citing Paper: ""As FoxM1 is implicated in the negative regulation of cell cycle inhibitors p21 [38], a reduced expression and phosphorylation of FoxM1 with a concomitant increase (greater than 50%) in p21 proteins (Figure 4E, 4F and Supplementary Figure 3A, 3B), suggesting an important role for FoxM1-p21 signalling in HCC cell cycle progression and tumorigenesis. In addition, consistent with previous reports in pancreatic cancer [39], we also observed inhibition of migration and invasion by FoxM1 downregulation that was induced by TPGS treatment in HCC cells.""] 
 [Evidence from Cited Paper: ""Consistent with cell cycle arrest, the expression of cyclin D1 and Cdk2 at both the mRNA and protein levels was found to be decreased, whereas p21 and p27 expression was increased (Fig. 4), suggesting the mechanistic roles of these molecules during FoxM1-induced cell cycle progression and cell cycle arrest by FoxM1 siRNA. ... Here, we show that the down-regulation of FoxM1 inhibited MMP-9 and MMP-2 expression. We also found that the down-regulation of FoxM1 inhibited the activities of MMP-2 and MMP-9 in the culture medium of PC cells. ... Our results suggest that the down-regulation of FoxM1 could potentiate the antimetastasis activities partly through the down-regulation of VEGF and uPAR expression.""]",FALSE
