pmid,pmcid,Title,pmid_citing,pmcid_citing,title_citing,citation,Retraction_Watch,Retraction_Watch_hierarchy,Retraction_Watch_citing,Retraction_Watch_citing_hierarchy,category_gpt,justification_gpt,reference_gpt,category_gemini,justification_gemini,reference_gemini,alignment
23272116,3522696,Epithelial mesenchymal transition is required for acquisition of anoikis resistance and metastatic potential in adenoid cystic carcinoma,27761967,5276828,Changes in the tumor microenvironment during lymphatic metastasis of lung squamous cell carcinoma,"Because the proliferation ability is reduced with decreased expression of these growth factor receptors, their downregulation may be an important mechanism by which lymphatic vessels avoid anoikis. However, it was previously reported from in vitro studies that the activation of signaling through growth factor receptors was involved in anoikis resistance.21, 22 These controversial results may be due to technical limitations and lack of an appropriate in vitro model to mimic the early phase of metastasis.","+Removed
+Unreliable Results
+Error in Cell Lines/Tissues","{'Other', 'Results', 'Methods'}",,,Uses_Results,"The citing paper explicitly discusses the findings of the retracted paper, such as the role of Slug-mediated EMT in anoikis resistance and metastasis, and builds upon these results to explore therapeutic interventions. The quotes indicate reliance on the specific conclusions of the retracted study rather than just background or methodology. This demonstrates that the citing paper treats the original findings as established facts to support further research.","Citing Paper: ""Most importantly, immunohistochemistry of human ACC specimens showed a correlation between the overexpression of Slug and EGFR staining.""  
Cited Paper: ""immunohistochemistry of human ACC specimens showed a correlation between the overexpression of Slug and EGFR staining.""",Uses_Results,"The citing paper directly states that its findings strongly suggest EMT is indispensable for anoikis resistance in ACC cells, mirroring a key conclusion of the retracted paper. It further builds upon this by investigating the EGFR/PI3K/Akt pathway as a common regulator for EMT and anoikis resistance, a concept also central to the retracted paper's findings. The citing paper's abstract explicitly states these findings, indicating a direct reliance on the core conclusions of the retracted work.","Evidence from Citing Paper: ""These findings strongly suggest that EMT is indispensable in anoikis resistance, at least in ACC cells. Furthermore, we found that the EGFR/PI3K/Akt pathway acts as the common regulator for EMT-like transformation and anoikis resistance, as confirmed by their specific inhibitors."" 
 Evidence from Cited Paper: ""These findings strongly suggest that EMT is indispensable in anoikis resistance, at least in ACC cells. Furthermore, we found that the EGFR/PI3K/Akt pathway acts as the common regulator for EMT-like transformation and anoikis resistance, as confirmed by their specific inhibitors.""",TRUE
22966070,3526052,Tub has a key role in insulin and leptin signaling and action in vivo in hypothalamic nuclei,25825681,4375971,"Obesity genetics in mouse and human: back and forth, and back again","TUB is a substrate for insulin receptor tyrosine kinase (IRTK) and leptin receptor Janus kinase 2 (LEPR JAK2) in the hypothalamus. TUB is translocated to the nucleus after binding to LEPR via JAK2. Inhibition of TUB expression in the hypothalamus results in increased food intake, fasting glucose levels, hepatic glucose output, decreased oxygen consumption, and reduced sensitivity of POMC to leptin (Prada et al., 2013). A mutation in the tubby gene occurred spontaneously at the Jackson Laboratory in a C57BL/6J mouse (Coleman & Eicher, 1990).","+Manipulation of Images
+Investigation by Journal/Publisher
+Investigation by Company/Institution
+Duplication of Image
+Concerns/Issues About Data
+Upgrade/Update of Prior Notice
+Manipulation of Images
+Investigation by Journal/Publisher
+Duplication of Image
+Concerns/Issues About Data","{'Other', 'Data'}",,,Uses_Data,"The citing paper explicitly discusses the ""Tub"" protein as a substrate of insulin and leptin signaling, referencing its phosphorylation, translocation, and functional role in energy regulation. It cites the original retracted paper's findings on Tub's phosphorylation and translocation in hypothalamic nuclei, indicating reliance on the specific data and experimental results. This demonstrates that the citing work directly uses the core data about Tub's phosphorylation status and its cellular localization changes, which are central to the retracted paper's conclusions.","Citing Paper: ""Tub has a key role in insulin and leptin signaling and action in vivo in hypothalamic nuclei.""  
Cited Paper: ""Tub tyrosine phosphorylation (Tub-p-tyr) is modulated by nutritional status. Tub is a substrate of insulin receptor tyrosine kinase (IRTK) and leptin receptor (LEPR)–Janus kinase 2 (JAK2) in hypothalamic nuclei.""",Uses_Results,"The citing paper references the retracted paper to support its description of the role of TUB in insulin and leptin signaling. Specifically, it states that inhibition of TUB expression leads to increased food intake and other metabolic changes, which directly reflects findings presented in the retracted paper. This indicates a reliance on the retracted paper's reported results to inform the citing paper's discussion.","Evidence from Citing Paper: ""TUB is a substrate for insulin receptor tyrosine kinase (IRTK) and leptin receptor Janus kinase 2 (LEPR JAK2) in the hypothalamus. TUB is translocated to the nucleus after binding to LEPR via JAK2. Inhibition of TUB expression in the hypothalamus results in increased food intake, fasting glucose levels, hepatic glucose output, decreased oxygen consumption, and reduced sensitivity of POMC to leptin (Prada et al., 2013)."" 
 Evidence from Cited Paper: ""Inhibition of Tub expression in hypothalamus by ASO increased food intake, fasting blood glucose, and hepatic glucose output, decreased O2 consumption, and blunted the effect of insulin or leptin on proopiomelanocortin, thyroid-releasing hormone, melanin-concentrating hormone, and orexin expression.""",FALSE
22249251,3538879,Stress-induced NQO1 controls stability of C/EBPa against 20S proteasomal degradation to regulate p63 expression with implications in protection against chemical-induced skin cancer,23965832,3824532,A Hidden Role of the Inactivated FANCD2: Upregulating ΔNp63,"The alternative promoter (P2) of p63 leads to deleted-transactivation domain (TA) isoforms (ΔNp63), while transcription starting at the P1 promoter of p63 produces TA-containing p63 isoforms [1-4]. P63-containing the transactivation domain is capable of inducing apoptosis and inhibiting cell-cycle progression, thus suppressing tumor development [1-3, 5-7]. On the other hand, a ΔNp63 isoform resulting from the alternative P2 promoter generally enhances proliferation and inhibits apoptosis, and thus promotes tumorigenesis [2, 3, 8].","+Investigation by Company/Institution
+Falsification/Fabrication of Data
+Error in Image
+Error in Data","{'Other', 'Data'}",,,Uses_Results,"The citing paper explicitly discusses the previous findings that NQO1 stabilizes p63 and C/EBPa, and it references the original results showing that NQO1 protects these factors from 20S proteasomal degradation. The citing text mentions that the previous data ""demonstrated that NQO1 control of C/EBPa against 20S protea-somal degradation also contributes to the upregulation of p63 expression and protection,"" indicating reliance on the specific results of the retracted paper. This shows that the citing paper builds upon and treats as established the main findings of the retracted study, rather than merely mentioning it as background or criticizing it.","Citing Paper: ""Previously, we have shown a role of cytosolic NAD(P)H:quinone oxidoreductase 1 (NQO1) in the stabilization of p63 against 20S proteasomal degradation resulting in thinning of the epithelium and chemical-induced skin cancer (Oncogene (2011) 30, 1098–1107).""  
Cited Paper: ""NQO1 also stabilizes p53 against 20S proteasomal degradation, resulting in protection against chemical-induced skin carcinogenesis (Patrick et al., 2011).""",Uses_Results,"The citing paper directly references the findings of the retracted paper regarding the stabilization of p63 by NQO1. It explicitly states that ""More recent studies have shown that NQO1 but not NQO2 stabilizes p63 against 20S proteasomal degradation, resulting in protection against thinning of the epithelium and chemical-induced skin cancer (Patrick et al., 2011)."" This indicates a direct reliance on the results presented in the retracted work.","Evidence from Citing Paper: ""More recent studies have shown that NQO1 but not NQO2 stabilizes p63 against 20S proteasomal degradation, resulting in protection against thinning of the epithelium and chemical-induced skin cancer (Patrick et al., 2011).""
Evidence from Cited Paper: ""More recent studies have shown that NQO1 but not NQO2 stabilizes p63 against 20S proteasomal degradation, resulting in protection against thinning of the epithelium and chemical-induced skin cancer (Patrick et al., 2011).""",TRUE
23441162,3575387,HLA-B35 and dsRNA Induce Endothelin-1 via Activation of ATF4 in Human Microvascular Endothelial Cells,25914608,4409760,ATF4 is a novel regulator of MCP-1 in microvascular endothelial cells,"As a transcription factor, ATF4 regulates a variety of genes involved in multiple biological processes, including hematopoiesis, lens and skeletal development, inflammation, angiogenesis, oxidative stress, and apoptosis. Recently studies suggest that ATF4 is up-regulated in various pathogen-induced-immune responses and participates in the TLR signaling pathways [12,21-23]. Coincidently, other UPR branches are also activated, reflecting the concurrence of ER stress with ATF4 activation [24-29].","+Manipulation of Images
+Investigation by Company/Institution
+Duplication of Article
+Concerns/Issues About Data","{'Other', 'Data'}",,,Uses_Results,"The citing paper explicitly discusses the molecular mechanism of ET-1 induction, building upon the results of the retracted paper that identified ATF4 as a regulator of ET-1 expression. It references the original findings that HLA-B35 and Poly(I:C) induce ET-1 and explores the pathway involving ATF4, c-JUN, and NF-kB, which directly relates to the results of the retracted study. The focus on the same molecular pathway and the functional role of ATF4 indicates reliance on the specific results of the retracted paper.","Citing Paper: ""Here we report that induction of ER stress or stimulation with Poly(I:C) activate the eIF2a-ATF4 pathway and promote formation of the ATF4/c-JUN complexes. This protein complex in concert with the NF-kB pathway activates ET-1 gene transcription in endothelial cells.""  
Cited Paper: ""Depletion of ATF4 decreased basal expression levels of ET-1 mRNA and protein, and completely prevented upregulation of ET-1 by all three agonists.""",Parsing Failed,"Answer 1: Uses_Results
Answer 2: The citing paper directly states that the retracted paper reported that HLA-B35 contributes to HDMEC dysfunction by upregulating ET-1 and proinflammatory genes. It then proceeds to investigate the molecular mechanisms behind this observed effect. This indicates a direct reliance on the findings of the retracted paper to frame the current study's objectives.
Answer 3:
Evidence from Citing Paper: ""We have recently reported that the presence of Human antigen class I, HLA-B35, contributes to human dermal microvascular endothelial cell (HDMEC) dysfunction by upregulating ET-1 and proinflammatory genes. Likewise, a Toll-like receptor 3 (TLR3) ligand, Poly(I:C), was shown to induce ET-1 expression in HDMECs. The goal of this study was to determine the molecular mechanism of ET-1 induction by these two agonists.""
Evidence from Cited Paper: ""We have recently shown that ectopic expression of HLA-B35, an antigen associated with SSc in Choctow Indians [13] and SSc-PAH in Italian patients [14,15], led to a significant increase of ET-1 and a decrease of eNOS in cultured endothelial cells (ECs) [16]. In addition to ET-1, we have also observed upregulation of interferon-regulated genes and other inflammatory genes in ECs expressing HLA-B35.""",,FALSE
23244711,3605180,"Synthesis, characterization and in vitro studies of doxorubicin-loaded magnetic nanoparticles grafted to smart copolymers on A549 lung cancer cell line",29491812,5784875,Synthesis of sharply thermo and PH responsive PMA-b-PNIPAM-b-PEG-b-PNIPAM-b-PMA by RAFT radical polymerization and its schizophrenic micellization in aqueous solutions,"Here, the schizophrenic behavior means that some AB-type diblock copolymers can create two different micelle structures, for example, the A-core/B-corona arrangement and B-core/A-corona arrangement, and the two structures can be reversibly converted to each other by some stimuli [41–44]. Easily available carboxylic acid monomers, such as acrylic acid (AA) or methacrylic acid (MAA), have been copolymerized with N-isopropylacrylamide using traditional free radical polymerization methods, to form random copolymers with both thermo and pH-responsive properties [45,46]. To attain the copolymers having well-define structure and morphologies, controlled radical polymerization (CRP) techniques is a better method, which can yield well-deﬁned high molecular weight and narrow molecular weight distributions.","+Unreliable Data
+Duplication of Image","{'Data', 'Other'}",,,Uses_Data,"The citing paper explicitly discusses the development of magnetic nanoparticles with specific surface modifications, polymer grafting, and drug loading procedures that directly mirror the detailed data and methods described in the retracted paper. It references the synthesis, characterization, and drug release experiments, indicating reliance on the original data. The focus on similar techniques and results suggests the citing work depends on the specific data generated in the retracted article.","Citing Paper: ""The processes for synthesis of poly (NIPAAm-MAA)-grafted Fe3O4 nanoparticles and the loading of doxorubicin onto them are shown in Figure 4.""  
Cited Paper: ""The Fe3O4 nanoparticles were prepared by a chemical co-precipitation of Fe2+ and Fe3+ ions under alkaline condition. The concentration ratio of Fe2+ /Fe3+ was selected to be 1:1.8 rather than the stoichiometric ratio of 1:2, because Fe2+ is prone to be oxidized and become Fe3+ in solution.""",Other,"The citing paper is identical to the retracted paper. Therefore, it does not cite the retracted paper as an external source of information, data, or methods. Instead, it appears to be the same publication, possibly an artifact of the data provided.","Evidence from Citing Paper: ""Synthesis, characterization and in vitro studies of doxorubicin-loaded magnetic nanoparticles grafted to smart copolymers on A549 lung cancer cell line""
Evidence from Cited Paper: ""Synthesis, characterization and in vitro studies of doxorubicin-loaded magnetic nanoparticles grafted to smart copolymers on A549 lung cancer cell line""",FALSE
23533599,3606454,The Nexus between VEGF and NFkB Orchestrates a Hypoxia-Independent Neovasculogenesis,24879414,4039431,Lysophosphatidic Acid Enhanced the Angiogenic Capability of Human Chondrocytes by Regulating Gi/NF-kB-Dependent Angiogenic Factor Expression,"The results reveal that Gi is critically involved in the regulated expression of these angiogenic proteins by LPA. Furthermore, promoter analysis indicates that NF-κB is a common transcription factor that regulates the expression of these genes [38]–[42]. The role of NF-κB in the LPA-enhanced angiogenin, IGFBP-1, IL-8, MCP-1, MMP-9, and VEGF expressions was verified using the NF-κB inhibitor, PDTC [43].","+Original Data not Provided
+Duplication of Image
+Concerns/Issues About Data","{'Data', 'Other'}",,,Uses_Results,"The citing paper explicitly discusses the effects of VEGF and YC-1 on NFkB activation and downstream pro-angiogenic factors, which are main results from the retracted paper. It builds upon these findings by examining the molecular mechanisms and gene expression changes, indicating reliance on the specific results of the retracted study. The detailed description of VEGF-induced NFkB activation and YC-1’s inhibitory effects directly references the core findings of the retracted paper.","Citing Paper: ""Our data indicate that VEGF promoted retinal neovasculogenesis via NFkB activation, enhancement of its DNA-binding activity, and upregulating NFkB/p65, SDF-1, CXCR4, FAK, aVb3, a5b1, EPO, ET-1, and MMP-9 expression.""  
Cited Paper: ""VEGF induces a significant increase in hRMVECs proliferation, by 70.8% 60.1% [***P,0.001], as compared to cells that were cultured in the absence of VEGF.""",Uses_Methods,"The citing paper describes experimental methods, including cell proliferation assays, chemoinvasion assays, in vitro angiogenesis assays, and Western blotting, which are identical to those detailed in the retracted paper. The citing paper explicitly states that these methods were performed ""according to the manufacturer's instruction [Chemicon, Temecula, CA] with modifications,"" mirroring the methodology section of the retracted paper. This indicates a direct adoption and replication of the experimental protocols.","Evidence from Citing Paper: ""Assessments of Cell Proliferation hRMVECs [40,000 cells/well] were grown in a 96-well plate and cultured in 150 ml of CS-C medium supplemented with 10% FBS, placed in a CO2 incubator at 37uC and allowed to adhere overnight. Fresh medium was added and the cells were cultured for 48 hours at 37uC in CS-C medium and under one of the following conditions; VEGF-stimulated [30 ng/ml], VEGF-stimulated/DMSO-treated [0.2%], VEGF-stimulated/SN50M-treated [20 mM], VEGF-stimulated/SN50-treated [100 mM], or VEGF-stimulated/YC-1-treated [100 mM].""
Evidence from Cited Paper: ""Assessments of Cell Proliferation hRMVECs [40,000 cells/well] were grown in a 96-well plate and cultured in 150 ml of CS-C medium supplemented with 10% FBS, placed in a CO2 incubator at 37uC and allowed to adhere overnight. Fresh medium was added and the cells were cultured for 48 hours at 37uC in CS-C medium and under one of the following conditions; VEGF-stimulated [30 ng/ml], VEGF-stimulated/DMSO-treated [0.2%], VEGF-stimulated/SN50M-treated [20 mM], VEGF-stimulated/SN50-treated [100 mM], or VEGF-stimulated/YC-1-treated [100 mM].""",FALSE
23637992,3634767,miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells,25782411,11113898,The novel role of miRNAs for tamoxifen resistance in human breast cancer,"Note that, miR-221, a multifunctional non-coding RNA, was found to be associated with tamoxifen, fulvestrant and trastuzumab resistance in many cases of human breast cancer [20, 43, 50, 66, 67]. Mechanistic studies indicated that miR-221 can promote tumorigenesis and EMT in human breast cancer by targeting multiple signaling pathways, including ERα, p27, TIMP3, and TRPS1 [68, 69]. Down-regulation of miR-221 inhibited cell proliferation and tumor growth in a mouse model of breast cancer [69]. More recently, the therapeutic effect of inhibiting miR-221 is being developed by Regulus Therapeutics in partnership with Sanofi, and is currently at the preclinical stage.","+Unreliable Results
+Investigation by Company/Institution
+Duplication of Image
+Duplication of Data","{'Other', 'Data', 'Results'}",,,Uses_Results,"The citing paper states that it ""characterized the role of miR-221 in a panel of TNBCs as compared to other breast cancer types"" and reports that ""miR-221 knockdown... inhibited in-vivo tumor growth by targeting p27kip1"" and ""miR-221 knockdown inhibited cell migration and invasion by altering E-cadherin expression."" These statements indicate reliance on the specific results and conclusions of the retracted paper regarding miR-221's role in tumorigenesis, cell cycle regulation, and EMT processes. The citing paper builds upon these findings to support its claims about miR-221's oncogenic function in TNBCs.","Citing Paper: ""miR-221 knockdown not only blocked cell cycle progression, induced cell apoptosis, and inhibited cell proliferation in-vitro but it also inhibited in-vivo tumor growth by targeting p27kip1.""  
Cited Paper: ""Knockdown of miR-221 in MDA-MB-231, BT-20, and MDA-MB-468 TNBC cell lines induced significant increases of p27kip1 both in mRNA expression and protein levels as shown in Figure 2C and 2D, confirming that p27kip1 is a target of this miRNA in TNBCs.""",Uses_Results,"The citing paper directly states that miR-221 knockdown blocked cell cycle progression, induced apoptosis, and inhibited cell proliferation and tumor growth by targeting p27kip1. These are the core findings presented in the abstract and results sections of the retracted paper. The citing paper essentially reiterates these specific findings as its own.","Evidence from Citing Paper: ""miR-221 knockdown not only blocked cell cycle progression, induced cell apoptosis, and inhibited cell proliferation in-vitro but it also inhibited in-vivo tumor growth by targeting p27kip1."" 
 Evidence from Cited Paper: ""miR-221 knockdown not only blocked cell cycle progression, induced cell apoptosis, and inhibited cell proliferation in-vitro but it also inhibited in-vivo tumor growth by targeting p27kip1.""",TRUE
23563192,3707085,Intra-amniotic LPS amplifies hyperoxia-induced airway hyperreactivity in neonatal rats,26021677,4475446,Airway Hyperreactivity is Delayed After Mild Neonatal Hyperoxic Exposure,"Therefore, there is a need for animal models to characterize the developmental trajectory of airway function after neonatal lung injury. Neonatal rodents have served as models to study respiratory mechanics after neonatal hyperoxia exposure and lung mechanics or airway hyperreactivity have been documented in vivo from 14 and 21 days of life [7-12]. Comparative data on lung development indicate that alveolar formation in rodents is largely complete by day 14, which approximates the lung of a two year old infant [13,14].","+Misconduct by Author
+Misconduct - Official Investigation/Finding
+Investigation by Company/Institution",{'Other'},,,Uses_Results,"The citing paper explicitly states that intra-amniotic LPS ""amplifies postnatal hyperoxia-induced AHR"" and links this to increased mast cell degranulation, indicating reliance on the specific results and conclusions of the retracted study. The mention of ""hyperoxia significantly increased airway reactivity"" and ""Intra-amniotic LPS further increased hyperoxia-induced AHR"" shows they are building upon the original findings. This demonstrates that the citing paper treats the results of the retracted study as established facts to support its own claims.","Citing Paper: ""Intra-amniotic LPS further increased hyperoxia-induced AHR but did not further impair respiratory system compliance.""  
Cited Paper: ""Hyperoxia significantly increased airway reactivity and decreased compliance. Intra-amniotic LPS further increased hyperoxia-induced AHR...""",Uses_Methods,The citing paper explicitly states that it used the same methods as the retracted paper for animal exposure and lung mechanics measurements. It directly references the retracted paper for detailed descriptions of these procedures. This indicates a direct adoption and replication of the methodology.,"Evidence from Citing Paper: ""On gestation day 20, the rats were anesthetized by isoflurane inhalation. Hysterotomy was performed through a midline abdominal incision, as we previously described in detail (2)."" and ""Anesthetized pups were given pancuronium bromide (0.8 mg/kg, i.p.) to block spontaneous breathing, as previously described in detail (39).""
Evidence from Cited Paper: ""On gestation day 20, the rats were anesthetized by isoflurane inhalation. Hysterotomy was performed through a midline abdominal incision, as we previously described in detail (2)."" and ""Anesthetized pups were given pancuronium bromide (0.8 mg/kg, i.p.) to block spontaneous breathing, as previously described in detail (39).""",FALSE
23644504,3711189,Natural and inducible TH17 cells are regulated differently by Akt and mTOR pathways,27659428,5034230,Prevention of allograft rejection in heart transplantation through concurrent gene silencing of TLR and Kinase signaling pathways,"In our previous study, we demonstrated that silencing of MyD88 and TRIF genes impairs DC maturation, inhibits allogeneic T cell proliferation, and promotes Treg generation, and that combined treatment with rapamycin induced allograft survival in heart transplantation3. Rapamycin is a specific inhibitor of mTORC1. Studies have reported that mTORC1 is important for Th1 and Th17 differentiation and mTORC2 is critical for Th2 differentiation47,48,49. Blocking both of mTORC1 and mTOC2, not only inhibited differentiation of Th1, Th2 and Th17 but also promoted more FoxP3+ Treg generation12,50,51.","+Results Not Reproducible
+Notice - Limited or No Information
+Error in Results and/or Conclusions
+Author Unresponsive","{'Other', 'Results'}",,,Other,"The citing paper mentions the mTOR pathway and gene silencing strategies but does not directly use the specific data, results, or methods from the retracted paper. Instead, it discusses the general role of mTOR and TLR pathways in transplantation and immune regulation, referencing the retracted paper as background. The citation does not rely on the original data or methods but rather cites the retracted work as part of broader context.","Citing Paper: ""The mammalian target of rapamycin (mTOR) is one of the most critical signaling kinases that affects broad aspects of cellular functions including metabolism, growth, and survival.""  
Cited Paper: ""Akt is a serine/threonine kinase that has a central role in diverse processes including cell survival, proliferation, differentiation and metabolism.""",Uses_Methods,"The citing paper utilizes the methodology described in the retracted paper for the in vitro differentiation of T cells. Specifically, it references the methods used for T cell isolation and in vitro differentiation, including the use of specific cytokines and conditions for iTH17 polarization, which are detailed in the retracted paper. This indicates a direct adoption of the experimental procedures.","Evidence from Citing Paper: ""DCs were cultured from bone marrow progenitor cells, and then transfected with mTOR siRNA alone, MyD88 and TRIF siRNA or mixture of mTOR, MyD88 and TRIF siRNA. DCs were transfected with scrambled siRNA as a control. Twenty-four hours after transfection, the transfected DCs were stimulated with LPS overnight. We tested the costimulatory molecules, CD40 and CD86, expression of the DC by flow cytometry in different treatment groups.""
Evidence from Cited Paper: ""T cell isolation and in vitro differentiation. CD4+ T cells from spleens and lymph nodes of indicated mice were purified by negative selection and magnetic separation (Miltenyi Biotec) followed by sorting of naive CD4+CD25−CD44loCD62Lhi population using the FACS Aria II (BD). Cells were activated by plate-bound anti-CD3 (1 µg/ml; eBioscience, 2C11) and anti-CD28 (5 µg/ml; eBioscience, 37.51) in the presence of TGF-β (5 ng/ml), IL-6 (20 ng/ml), IL-23 (10 ng/ml), anti–IL-4 (10 µg/ml; eBioscience, 11B11), anti–IFN-γ (10 µg/ml; BioXcell, BE0055) for iTH17 polarization;""",FALSE
23976842,3746778,Drugs in Development for Treatment of Patients with Cancer-related Anorexia and Cachexia Syndrome,25460504,4413636,Sunitinib prevents cachexia and prolongs survival of mice bearing renal cancer by restraining STAT3 and MuRF-1 activation in muscle,"Given the complexity of this syndrome, progress in the treatment of cancer cachexia has been slow. Cancer cachexia is an important unmet medical need for which multimodal management is normally aimed at the best supportive care [5, 6]. Patients afflicted by renal cell carcinoma (RCC) frequently develop cachexia [7].",+Duplication of Text,{'Other'},,,Other,"The citing paper does not directly use the data, results, or methods from the retracted article, nor does it explicitly build upon or treat its findings as established facts. Instead, it references the retracted article as part of a broader discussion on treatments for cancer cachexia, without relying on its specific scientific content. The mention appears to be more as a background or contextual citation rather than a reliance on the scientific findings or methodology.","Citing Paper: ""This is an Open Access article which permits unrestricted noncommercial use, provided the original work is properly cited.""  
Cited Paper: ""Although different drugs and treatments have been tested, we can speculate that a single therapy may not be completely successful.""  
Citing Paper: ""A comprehensive list of potentially available drugs for CACS is shown in Table 1.""",Other,"The citing paper is identical to the retracted paper. It does not cite any other sources, nor does it use any data, results, or methods from another paper. Therefore, it cannot be using the retracted paper in any of the defined ways.","Evidence from Citing Paper: ""© 2013 Mantovani et al, publisher and licensee Dove Medical Press Ltd. This is an Open Access article which permits unrestricted noncommercial use, provided the original work is properly cited. Drug Design, Development and Therapy 2013:7 645–656""
 [Evidence from Cited Paper: ""© 2013 Mantovani et al, publisher and licensee Dove Medical Press Ltd. This is an Open Access article which permits unrestricted noncommercial use, provided the original work is properly cited. Drug Design, Development and Therapy 2013:7 645–656""]",TRUE
23991193,3753270,Novel Single Nucleotide Polymorphisms in Interleukin 6 Affect Tacrolimus Metabolism in Liver Transplant Patients,35116888,8797969,Albumin-bilirubin grade as a prognostic factor of hepatocellular carcinoma after treatment with orthotopic liver transplantation,"Currently, tumor size, histological grade of differentiation, microvascular and macrovascular invasion, ischemia time, and some related genes are prognostic factors after OLT in patients with HCC (4-7). Factors impacting hepatocyte regeneration and proliferation, such as IL-6 (8) and TLR-4 (9), are associated with tacrolimus metabolism in early stage after transplantation, which may markedly influence patient prognosis after OLT (10). However, studies assessing the association of hepatic function grade standards with prognosis after OLT are scarce.","+Lack of IRB/IACUC Approval
+Investigation by Journal/Publisher
+Informed/Patient Consent - None/Withdrawn
+Ethical Violations by Author",{'Other'},,,Uses_Results,"The citing paper explicitly discusses the association between IL6 rs1800796 polymorphisms and tacrolimus metabolism, citing the original findings that donor IL6 rs1800796 alleles are linked to higher tacrolimus C/D ratios and liver function recovery. It builds upon these specific results to support its conclusions about genetic influences on drug metabolism. The focus on the original findings about IL6 rs1800796's effect on tacrolimus levels indicates reliance on the specific results of the retracted paper.","Citing Paper: ""The effects of donor IL6 rs1800796 polymorphisms on GPT at four weeks after transplantation were studied. GPT of donor IL6 rs1800796 allele G carriers at weeks 1, 2, 3, and 4 were 167.0, 45.5, 30.0, and 34.5, respectively, while GPT of non-carriers were 142.5, 29.0, 20.0, and 20.0, respectively.""  
Cited Paper: ""Donor IL6 rs1800796 allele G carriers showed an association with higher glutamic-pyruvic transaminase (GPT) levels.""",Other,"The citing paper is identical to the retracted paper. This indicates that the citing paper is not using the retracted paper as a source of information, data, or methods, but rather is a reproduction of the original work. Therefore, it does not fit any of the categories that describe a usage relationship.","Evidence from Citing Paper: ""Novel Single Nucleotide Polymorphisms in Interleukin 6 Affect Tacrolimus Metabolism in Liver Transplant Patients Dawei Chen1., Junwei Fan1., Feng Guo1, Shengying Qin2, Zhaowen Wang1*, Zhihai Peng1* 1 Department of General Surgery, Shanghai First People’s Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China, 2 Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Institutes, Ministry of Education, Shanghai Jiao Tong University; Shanghai Genomepilot Institutes for Genomics and Human Health, Shanghai, China""
 [Evidence from Cited Paper: ""Novel Single Nucleotide Polymorphisms in Interleukin 6 Affect Tacrolimus Metabolism in Liver Transplant Patients Dawei Chen1., Junwei Fan1., Feng Guo1, Shengying Qin2, Zhaowen Wang1*, Zhihai Peng1* 1 Department of General Surgery, Shanghai First People’s Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China, 2 Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Institutes, Ministry of Education, Shanghai Jiao Tong University; Shanghai Genomepilot Institutes for Genomics and Human Health, Shanghai, China""]",FALSE
